outcome,idx_original,y_true,y_pred,score,EDAD,PAIS,ETNIA.BN,GENERO.BN0,GENERO.BN1,ORIENTSEX.BN0,ORIENTSEX.BN1
Victim-perpetrator overlap,2683,0,0,0.44719929,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,2688,0,1,0.5403565,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,2689,0,0,0.4174101,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,2690,0,0,0.43286568,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,2691,1,0,0.47986674,17.0,True,False,True,False,True,False
Victim-perpetrator overlap,2692,0,0,0.46160752,17.0,True,False,True,False,True,False
Victim-perpetrator overlap,2694,0,1,0.59555686,16.0,False,True,False,True,True,False
Victim-perpetrator overlap,2695,1,1,0.6792782,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,2700,0,1,0.7248427,15.0,False,True,False,True,False,True
Victim-perpetrator overlap,2702,0,0,0.4455545,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,2711,0,1,0.6504555,15.0,False,True,False,True,True,False
Victim-perpetrator overlap,2715,0,1,0.5920936,14.0,False,True,False,True,True,False
Victim-perpetrator overlap,2718,0,0,0.37250534,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,2722,0,1,0.53260106,14.0,True,False,False,True,False,True
Victim-perpetrator overlap,2729,0,0,0.4067577,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,2734,0,1,0.53897256,14.0,False,True,False,True,True,False
Victim-perpetrator overlap,2737,0,1,0.5304541,15.0,True,True,True,False,False,True
Victim-perpetrator overlap,2739,0,0,0.4204333,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,2754,0,0,0.4347021,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,2756,0,0,0.46655974,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,2765,1,1,0.6165744,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,2770,0,0,0.37593037,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,2771,0,1,0.5035644,14.0,True,False,False,True,True,False
Victim-perpetrator overlap,2773,0,0,0.4487944,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,2783,0,0,0.4900726,14.0,True,False,False,True,True,False
Victim-perpetrator overlap,2784,0,0,0.45732415,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,2803,0,0,0.4171184,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,2809,0,1,0.555092,14.0,False,True,False,True,True,False
Victim-perpetrator overlap,2811,0,0,0.49032813,15.0,True,True,False,True,True,False
Victim-perpetrator overlap,2817,0,0,0.3985018,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,2823,0,1,0.50813407,15.0,True,False,False,True,False,True
Victim-perpetrator overlap,2825,1,1,0.57601196,15.0,False,True,False,True,False,True
Victim-perpetrator overlap,2831,0,1,0.57959014,15.0,True,True,False,True,False,True
Victim-perpetrator overlap,2842,0,1,0.6044934,16.0,False,True,False,True,True,False
Victim-perpetrator overlap,2844,1,1,0.5010992,17.0,True,False,False,True,True,False
Victim-perpetrator overlap,2847,0,1,0.58267045,17.0,False,True,False,True,False,True
Victim-perpetrator overlap,2848,0,0,0.45723137,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,2850,0,0,0.44482276,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,2852,0,1,0.5337,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,2857,0,1,0.5302903,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,2864,0,0,0.49019668,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,2877,0,1,0.6532728,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,2878,0,1,0.51793,15.0,True,True,True,False,True,False
Victim-perpetrator overlap,2886,0,0,0.42110345,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,2888,1,1,0.67507887,15.0,True,True,False,True,True,False
Victim-perpetrator overlap,2891,1,1,0.6526,14.0,True,False,False,True,False,True
Victim-perpetrator overlap,2892,0,1,0.53702664,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,2899,0,1,0.59804374,14.0,True,True,False,True,False,True
Victim-perpetrator overlap,2907,1,1,0.54488504,15.0,True,True,False,True,True,False
Victim-perpetrator overlap,2919,0,1,0.51544446,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,2921,0,0,0.4871715,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,2924,0,1,0.5259089,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,2929,0,1,0.53197694,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,2930,0,0,0.47186106,15.0,True,True,True,False,True,False
Victim-perpetrator overlap,2931,0,0,0.46191576,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,2933,0,0,0.47672513,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,2956,1,1,0.6159462,17.0,True,True,False,True,True,False
Victim-perpetrator overlap,2963,0,0,0.39040896,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,2972,0,1,0.54381114,17.0,False,True,True,False,True,False
Victim-perpetrator overlap,2979,0,1,0.5434694,16.0,False,True,True,False,True,False
Victim-perpetrator overlap,2980,0,0,0.39557782,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,2981,0,1,0.53676784,15.0,True,False,True,False,False,True
Victim-perpetrator overlap,2982,0,1,0.5080138,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,2987,0,0,0.46000123,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,2988,1,0,0.49820408,15.0,True,False,True,False,False,True
Victim-perpetrator overlap,2990,1,0,0.48729494,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,2994,1,0,0.46642414,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,2995,0,0,0.42923436,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,2996,1,1,0.52101094,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,2997,1,1,0.5627335,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,2998,0,0,0.4218447,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,3002,0,1,0.5001161,15.0,False,True,True,False,True,False
Victim-perpetrator overlap,3003,0,1,0.57121104,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,3005,1,1,0.6145656,16.0,False,True,False,True,True,False
Victim-perpetrator overlap,3009,0,1,0.53807,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,3010,0,0,0.4430447,15.0,False,False,True,False,True,False
Victim-perpetrator overlap,3021,0,1,0.51199824,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,3030,0,0,0.4892484,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,3035,0,0,0.49647322,14.0,True,False,False,True,True,False
Victim-perpetrator overlap,3040,1,0,0.48119947,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,3042,0,1,0.5137269,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,3044,1,1,0.58814394,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,3047,1,1,0.5714844,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,3048,0,1,0.523371,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,3050,0,1,0.53658664,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,3052,0,1,0.6039312,15.0,False,True,False,True,True,False
Victim-perpetrator overlap,3062,1,0,0.47553098,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,3067,0,1,0.55630296,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,3069,0,0,0.48144537,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,3076,0,1,0.54577255,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,3084,0,0,0.4552679,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,3086,0,0,0.42129484,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,3088,0,0,0.43521875,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,3091,0,0,0.4635654,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,3092,0,0,0.43909267,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,3098,1,0,0.4604656,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,3104,1,1,0.6705427,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,3105,0,1,0.6315359,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,3106,1,0,0.39664227,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,3111,0,1,0.59542876,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,3120,0,0,0.4438483,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,3121,0,1,0.60730386,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,3122,0,0,0.43283036,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,3132,0,1,0.5426216,17.0,True,False,False,True,True,False
Victim-perpetrator overlap,3133,0,1,0.5416715,16.0,True,False,False,True,False,True
Victim-perpetrator overlap,3134,0,1,0.77434886,16.0,False,True,False,True,False,True
Victim-perpetrator overlap,3135,0,1,0.50288284,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,3136,0,1,0.6237987,17.0,True,False,False,True,False,True
Victim-perpetrator overlap,3138,0,0,0.4567815,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,3141,0,1,0.55572283,14.0,False,True,False,True,True,False
Victim-perpetrator overlap,3142,0,1,0.6082657,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,3145,0,1,0.5056718,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,3146,0,1,0.53104657,14.0,True,False,False,True,True,False
Victim-perpetrator overlap,3149,0,0,0.37535867,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,3157,1,1,0.5141435,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,3161,0,1,0.5765535,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,3171,0,0,0.40376076,14.0,True,False,False,True,True,False
Victim-perpetrator overlap,3178,0,0,0.4299782,14.0,True,True,True,False,True,False
Victim-perpetrator overlap,3184,0,0,0.48946455,14.0,True,False,False,True,True,False
Victim-perpetrator overlap,3185,0,0,0.40137348,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,3186,0,1,0.5552318,15.0,True,False,True,False,False,True
Victim-perpetrator overlap,3192,1,1,0.5685868,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,3198,0,1,0.52417195,16.0,True,True,True,False,True,False
Victim-perpetrator overlap,3199,0,0,0.40859398,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,3201,0,0,0.4209377,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,3203,1,0,0.41089004,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,3204,0,1,0.58796,14.0,False,True,True,False,True,False
Victim-perpetrator overlap,3206,1,1,0.6750263,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,3209,0,1,0.5566609,16.0,True,False,False,True,False,True
Victim-perpetrator overlap,3210,0,0,0.42451698,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,3215,0,0,0.4611562,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,3216,0,1,0.7116375,16.0,True,True,False,True,False,True
Victim-perpetrator overlap,3223,1,1,0.56242156,15.0,True,True,False,True,True,False
Victim-perpetrator overlap,3225,0,1,0.5039052,14.0,True,False,False,True,False,True
Victim-perpetrator overlap,3226,0,0,0.49946645,14.0,True,False,False,True,False,True
Victim-perpetrator overlap,3231,0,0,0.40409726,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,3235,0,1,0.604459,15.0,True,True,False,True,False,True
Victim-perpetrator overlap,3239,0,0,0.47703853,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,3251,1,1,0.6437306,17.0,False,True,True,False,True,False
Victim-perpetrator overlap,3252,0,1,0.51652336,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,3261,1,1,0.6169328,17.0,True,False,False,True,False,True
Victim-perpetrator overlap,3263,0,0,0.4720567,17.0,True,False,True,False,True,False
Victim-perpetrator overlap,3265,0,1,0.6412069,17.0,True,False,False,True,False,True
Victim-perpetrator overlap,3269,0,1,0.5458817,17.0,True,False,False,True,False,True
Victim-perpetrator overlap,3271,1,1,0.580997,17.0,True,False,False,True,False,True
Victim-perpetrator overlap,3274,1,1,0.58142716,15.0,True,False,False,True,False,True
Victim-perpetrator overlap,3275,0,1,0.59727126,17.0,True,True,False,True,True,False
Victim-perpetrator overlap,3276,0,1,0.56640005,17.0,True,False,False,True,True,False
Victim-perpetrator overlap,3277,0,1,0.5266947,17.0,True,True,False,True,True,False
Victim-perpetrator overlap,3282,0,0,0.44837886,17.0,True,False,False,True,True,False
Victim-perpetrator overlap,3283,0,0,0.454964,17.0,True,False,False,True,True,False
Victim-perpetrator overlap,3287,0,1,0.6071118,16.0,True,True,False,True,True,False
Victim-perpetrator overlap,3300,1,1,0.7026853,16.0,True,True,False,True,True,False
Victim-perpetrator overlap,3301,0,1,0.66645294,16.0,False,True,False,True,True,False
Victim-perpetrator overlap,3305,0,1,0.53100216,16.0,False,False,False,True,True,False
Victim-perpetrator overlap,3308,1,1,0.5771288,17.0,True,False,True,False,True,False
Victim-perpetrator overlap,3311,0,1,0.5116374,17.0,False,True,False,True,True,False
Victim-perpetrator overlap,3314,1,1,0.6262027,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,3331,1,1,0.5518691,15.0,True,False,False,True,False,True
Victim-perpetrator overlap,3332,1,1,0.5810329,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,3346,0,0,0.4251966,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,3354,0,0,0.48781857,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,3357,0,0,0.4173752,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,3359,0,0,0.44035253,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,3360,0,0,0.46506643,15.0,True,True,True,False,True,False
Victim-perpetrator overlap,3362,0,1,0.5653511,15.0,True,True,True,False,False,True
Victim-perpetrator overlap,3363,0,0,0.41009733,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,3365,1,1,0.6197235,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,3369,0,0,0.49627537,17.0,True,False,False,True,True,False
Victim-perpetrator overlap,3376,0,1,0.6086478,17.0,True,False,False,True,False,True
Victim-perpetrator overlap,3383,1,0,0.4876271,17.0,True,False,False,True,True,False
Victim-perpetrator overlap,3390,0,1,0.6089462,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,3397,0,0,0.4420939,17.0,True,False,False,True,True,False
Victim-perpetrator overlap,3401,0,1,0.53561103,17.0,True,False,False,True,True,False
Victim-perpetrator overlap,3406,0,1,0.5060798,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,3409,1,1,0.5294956,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,3410,0,1,0.52438724,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,3414,0,0,0.41688338,17.0,True,False,True,False,True,False
Victim-perpetrator overlap,3419,0,1,0.5059091,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,3423,0,1,0.55731344,16.0,False,True,True,False,True,False
Victim-perpetrator overlap,3426,0,0,0.47810024,17.0,True,False,False,True,True,False
Victim-perpetrator overlap,3431,1,1,0.5605616,17.0,False,True,True,False,True,False
Victim-perpetrator overlap,3432,0,1,0.5130278,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,3433,1,1,0.58455855,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,3435,0,0,0.4959057,17.0,True,False,True,False,True,False
Victim-perpetrator overlap,3442,1,1,0.57841337,17.0,False,True,True,False,True,False
Victim-perpetrator overlap,3444,0,0,0.49035472,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,3446,0,0,0.45614266,17.0,True,False,False,True,True,False
Victim-perpetrator overlap,3447,0,0,0.46380612,16.0,True,True,True,False,True,False
Victim-perpetrator overlap,3448,0,0,0.45684928,16.0,True,True,True,False,True,False
Victim-perpetrator overlap,3462,0,0,0.47701347,17.0,False,False,True,False,True,False
Victim-perpetrator overlap,3464,1,1,0.56966543,16.0,True,True,True,False,True,False
Victim-perpetrator overlap,3468,0,1,0.5106087,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,3471,0,1,0.54496133,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,3478,1,1,0.5326991,17.0,True,False,True,False,True,False
Victim-perpetrator overlap,3480,0,0,0.46098608,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,3481,0,0,0.49693966,17.0,True,False,True,False,True,False
Victim-perpetrator overlap,3482,0,0,0.47026047,17.0,True,False,True,False,True,False
Victim-perpetrator overlap,3484,0,0,0.452885,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,3487,0,0,0.41035134,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,3489,0,1,0.615373,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,3491,0,0,0.4666319,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,3500,0,1,0.50795007,17.0,True,True,True,False,True,False
Victim-perpetrator overlap,3508,1,0,0.49889803,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,3509,0,0,0.49640387,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,3510,0,0,0.4762808,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,3511,0,1,0.59210056,16.0,True,False,False,True,False,True
Victim-perpetrator overlap,3512,0,1,0.55939275,17.0,True,False,True,False,True,False
Victim-perpetrator overlap,3513,0,0,0.469977,17.0,False,True,True,False,True,False
Victim-perpetrator overlap,3516,0,1,0.6048542,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,3519,0,1,0.5474951,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,3532,0,0,0.48275903,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,3541,0,0,0.48002374,14.0,True,False,False,True,True,False
Victim-perpetrator overlap,3542,0,0,0.43065977,14.0,True,False,False,True,True,False
Victim-perpetrator overlap,3543,0,1,0.62210083,14.0,True,False,False,True,True,False
Victim-perpetrator overlap,3544,0,1,0.5145172,16.0,False,True,True,False,True,False
Victim-perpetrator overlap,3547,1,1,0.57903695,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,3551,1,1,0.509184,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,3553,0,0,0.4662723,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,3559,0,1,0.52675945,15.0,True,True,False,True,True,False
Victim-perpetrator overlap,3561,0,0,0.47367007,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,3562,0,0,0.42991376,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,3570,0,0,0.40890175,14.0,True,False,False,True,True,False
Victim-perpetrator overlap,3571,0,0,0.45875812,14.0,True,False,False,True,True,False
Victim-perpetrator overlap,3574,0,0,0.38820204,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,3575,0,0,0.44045824,14.0,True,False,False,True,True,False
Victim-perpetrator overlap,3577,0,0,0.41813228,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,3578,0,0,0.42818445,14.0,True,False,False,True,True,False
Victim-perpetrator overlap,3583,0,0,0.4959872,14.0,True,False,False,True,True,False
Victim-perpetrator overlap,3585,0,0,0.49717864,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,3587,0,0,0.4543733,14.0,True,False,False,True,True,False
Victim-perpetrator overlap,3588,0,0,0.41112489,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,3592,1,1,0.5881138,15.0,False,True,False,True,True,False
Victim-perpetrator overlap,3596,0,1,0.5573237,15.0,True,False,False,True,False,True
Victim-perpetrator overlap,3598,0,1,0.65218365,15.0,False,True,False,True,False,True
Victim-perpetrator overlap,3603,0,1,0.54116035,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,3613,0,0,0.49564874,15.0,False,False,True,False,True,False
Victim-perpetrator overlap,3619,0,0,0.48240095,17.0,False,True,True,False,True,False
Victim-perpetrator overlap,3620,1,0,0.36483705,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,3626,0,0,0.46162552,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,3643,0,0,0.43838695,14.0,False,False,True,False,True,False
Victim-perpetrator overlap,3644,1,1,0.61950016,14.0,True,False,False,True,True,False
Victim-perpetrator overlap,3645,0,0,0.47211143,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,3648,1,0,0.45065358,14.0,True,True,True,False,True,False
Victim-perpetrator overlap,3649,0,0,0.48904166,14.0,True,False,False,True,True,False
Victim-perpetrator overlap,3651,0,0,0.4313905,14.0,True,False,False,True,True,False
Victim-perpetrator overlap,3652,0,0,0.4818519,14.0,True,False,False,True,True,False
Victim-perpetrator overlap,3654,0,0,0.42417386,14.0,True,False,False,True,True,False
Victim-perpetrator overlap,3656,0,1,0.5093724,15.0,True,False,False,True,False,True
Victim-perpetrator overlap,3657,0,0,0.40308222,15.0,False,False,True,False,True,False
Victim-perpetrator overlap,3660,0,1,0.67789024,15.0,True,False,False,True,True,False
Victim-perpetrator overlap,3667,0,0,0.42281067,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,3673,0,0,0.4710526,14.0,True,False,False,True,True,False
Victim-perpetrator overlap,3675,0,0,0.40944317,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,3676,0,0,0.39927506,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,3679,0,0,0.434353,14.0,True,False,False,True,True,False
Victim-perpetrator overlap,3682,1,1,0.6560458,14.0,False,False,False,True,True,False
Victim-perpetrator overlap,3684,0,1,0.5094334,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,3687,0,0,0.4370657,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,3689,0,0,0.41569784,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,3701,0,0,0.43039307,14.0,True,False,False,True,True,False
Victim-perpetrator overlap,3702,0,0,0.40713802,14.0,True,False,False,True,True,False
Victim-perpetrator overlap,3706,1,1,0.6246466,14.0,False,True,True,False,True,False
Victim-perpetrator overlap,3715,0,0,0.46010074,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,3718,0,1,0.5600856,16.0,True,False,True,False,True,False
Victim-perpetrator overlap,3719,0,1,0.51477945,15.0,True,False,True,False,True,False
Victim-perpetrator overlap,3730,0,1,0.5635652,14.0,True,False,False,True,True,False
Victim-perpetrator overlap,3733,0,0,0.44884253,14.0,True,False,True,False,True,False
Victim-perpetrator overlap,3734,1,1,0.58528674,14.0,True,False,False,True,True,False
Victim-perpetrator overlap,3735,0,1,0.65545964,15.0,False,True,False,True,True,False
Victim-perpetrator overlap,3736,1,1,0.62086475,16.0,True,False,False,True,True,False
Victim-perpetrator overlap,3742,0,1,0.5118031,14.0,True,False,False,True,True,False
Victim-perpetrator overlap,3749,1,1,0.6342542,15.0,True,True,True,False,True,False
Victim-perpetrator overlap,3754,1,0,0.4808314,16.0,False,False,True,False,True,False
Victim-perpetrator overlap,3755,1,1,0.53789204,16.0,False,True,False,True,True,False
Victim-perpetrator overlap,3759,0,1,0.6430226,14.0,False,True,True,False,True,False
